,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
49,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,False,True,True,False,True,False,False,True,False,True,False,False,False
50,False,False,False,True,True,True,False,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,False
51,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True,True,False,False
52,False,False,True,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True,True,False,True,True,False,False,False,True,False,False,False
53,False,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,True,False,True,True,False,False,False,True,False,False,False
54,False,True,False,False,True,True,False,False,True,True,True,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False
55,False,True,False,False,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,False
56,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,False,False,False
57,False,False,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,True,False,False,True,True,True,False,False,False,False,False
58,False,True,False,False,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False
59,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False
60,False,True,False,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,False,True,False,False,False,True,False,True,True,False,False,False,True
61,False,True,False,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False
62,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
63,True,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,False,True,True
64,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,False,False,True,False,False,True
65,False,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,False,True,True,True,False,True,False,False,True,False,False,True,False,False,False
66,False,False,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False
67,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,True,False,True,True,True,True,False,False,False,True,True,False,False,False,True,False
68,False,True,False,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,True,False,True,False,False,False,False,True,False,True
69,True,True,False,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,True,False
70,False,True,True,False,True,False,False,True,True,True,True,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False
71,False,True,False,True,True,False,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False
72,False,False,False,True,True,False,True,False,True,True,True,True,True,False,False,True,False,True,False,True,True,True,True,False,False,False,True,False,False,False,False
73,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,True,False,False
74,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,False,False,True,False,True,False,False,False
75,False,True,False,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False
76,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,False,False,True,False,False,False
77,True,True,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,False,False,False,True,False,True
78,False,True,False,False,True,True,False,False,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,False,False,True,True,False,False,False,False
79,False,True,True,True,False,False,False,False,True,True,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False
80,False,True,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False
81,False,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,False,True
82,False,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,False,True,False,False,True,False,True,False,False,False,True,False,False
83,False,True,False,False,True,False,False,True,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False
84,False,False,False,False,True,True,False,True,True,True,False,True,False,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False
85,False,False,False,False,True,False,False,True,True,True,True,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False
86,True,False,False,False,True,True,True,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,True,True,True,False,False,False,False,False
87,True,True,True,False,True,False,False,True,True,True,True,False,True,True,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False
88,True,True,False,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False
89,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,True
90,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False
91,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True
92,False,True,False,False,True,False,True,False,True,True,False,True,True,False,False,True,True,True,True,True,False,True,False,False,False,True,False,False,False,True,True
93,False,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,True
94,False,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,False,True,False,False,True,False,False,False
95,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False
96,False,True,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False
97,True,True,False,True,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True
98,False,True,False,False,True,False,False,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,True,True,True
99,True,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False
100,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,True,True,True,True,True,False,True,True,False,True,False,False,False,False,False,True
101,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False
102,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,False,False,True
103,False,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False
104,False,False,False,True,True,False,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,False
105,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,False,True,False,False,True,True
106,True,True,False,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False
107,False,False,True,False,True,False,True,False,True,True,True,False,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False
108,False,True,False,True,True,False,False,True,True,True,False,False,False,True,False,True,False,True,True,True,True,False,False,True,True,False,True,False,False,False,False
109,True,True,True,False,True,False,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,True
110,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,True,True,False,False
111,False,True,False,True,True,False,False,True,True,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
112,False,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False
113,False,True,False,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False
114,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False
115,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,True,False,True,True,False,False,False,False,True
116,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False
117,False,True,False,True,True,True,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,False,False,False,True,False,False,False
118,False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False
119,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,True,False,False
120,False,False,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False
121,True,False,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,True,False,False
122,False,True,False,False,True,True,True,True,True,False,False,True,True,False,False,True,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False
123,False,True,False,True,False,False,False,False,True,True,True,False,True,True,False,True,False,False,False,True,True,False,True,False,True,True,False,False,False,False,True
124,True,False,False,False,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,True,True,False
125,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,False
126,True,True,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,True,True
127,True,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True
128,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True,False,False,False,True
129,False,True,False,False,True,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False,False
130,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,True,True
131,False,True,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,True
132,True,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,False
133,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False
134,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,True,False,False,False,True,False,True,True,False,False,False
135,True,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,True,True,False,True,True,False,False,True,False,True,False,False,True,False,False
136,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,False
137,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,True,False,True
138,False,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,False
139,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,False,True,False,True,False,True
140,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,False,False,False,False,True,False,True
141,False,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,True,True
142,True,False,True,True,True,False,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,False,False,False,True,True
143,False,True,True,False,True,False,False,False,True,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False
144,False,True,False,False,True,False,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,True,False,True,False,False,False
145,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True,False,False,True
146,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,False,False,False,True,False,True,True
147,False,True,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False,True,True,False,False,True,False
148,False,True,False,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,False,False,False,False,True,True,False,False
149,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False
150,False,True,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False
151,True,True,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,True,False,True,False,True,False,False,False
152,True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,False,True,True,False,False,False,False,True
153,True,True,False,False,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,True,False,False,False,False,True,True
154,False,True,False,False,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,True,False,False,True,False,False,True,True
155,False,True,True,False,True,True,False,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,False,False,False,True,True,False,False,False
156,False,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,False,True,True,False,False,True,False,True,True,False,False,False,False
157,True,True,False,True,True,True,True,False,True,True,True,False,True,False,False,True,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False
158,False,True,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,True
159,False,True,False,True,True,True,False,True,True,True,True,True,True,False,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False
160,False,True,False,False,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,True,False,False,True,False,False,False
161,True,False,False,False,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,True,False,True,False,True,True,False,False,False,False,False
162,True,True,True,False,False,False,False,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,False,False
163,False,True,True,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,False,False,False,False
164,False,True,False,False,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False,False,False
165,True,True,False,True,False,False,False,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True
166,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
167,False,False,False,True,True,False,True,False,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,True,False,True,False
168,False,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,False
169,False,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,False,False,False
170,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,False,False,False
171,False,False,False,True,True,False,False,False,True,True,True,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,False,True
172,False,True,False,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,False,False,True,False,False,False,False
173,False,True,False,True,True,True,False,False,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,False,False,True,False,False,True,False,False
174,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,True,False
175,True,True,True,False,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False
176,False,True,False,True,True,False,False,False,True,True,True,True,False,False,True,True,False,True,True,True,False,False,True,False,True,True,False,False,False,False,False
177,False,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,False,False,True,False,False,True
178,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,True,False
179,True,True,False,False,False,True,True,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,False,False,True,False,True,False,False,False,True
180,True,True,True,False,True,False,False,False,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,False
181,False,True,False,False,True,False,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,True,False,False,False,False,True,False,True,False,False
182,False,True,False,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,True,False,True,True,False,False,False,False,False,True
183,True,True,False,False,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,False,False
184,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True,True,False,False,True,False,True,False,True,False,False,True
185,False,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,False,False,True,True,False,False,True,False,False,False,False
186,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,False,True,True,False,False,False,False
187,True,False,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,False,False,False,False,False,False
188,True,False,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,True,False,True,False,False,False,False,True,False
189,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,False,True,False,True,False,False,False,False,True,False,True
190,False,False,False,False,True,True,True,False,True,True,True,False,True,False,True,True,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False
191,True,True,True,False,False,False,False,True,True,False,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False
192,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,True
193,True,True,False,True,True,False,False,False,True,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False
194,False,True,True,False,True,False,False,False,True,True,True,False,True,False,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False
195,True,False,False,True,True,True,False,True,True,False,False,True,False,True,False,True,True,True,True,False,True,False,False,False,True,False,True,True,False,False,False
196,False,True,False,True,True,True,False,False,True,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False
197,False,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,True,False,True
198,True,True,False,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,False
199,False,True,False,False,True,False,False,False,True,True,True,True,True,True,False,True,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False
200,True,True,True,False,True,True,True,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,True
201,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True
202,False,True,False,False,True,False,False,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,False,False
203,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,False,False,False
204,False,True,False,False,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,False
205,False,True,False,False,True,False,False,True,True,False,True,False,True,True,False,True,False,True,True,True,False,False,True,True,False,True,False,False,False,False,False
206,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True
207,False,True,True,True,False,False,False,False,True,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
208,True,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,False,True,False,False,False
209,False,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False,False,False,False
210,True,True,False,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,True
211,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,False
212,False,True,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,True,False,False
213,False,False,False,False,True,True,False,True,True,True,True,False,False,True,True,True,True,True,False,False,True,False,True,False,True,False,False,True,False,False,False
214,False,False,True,False,False,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,True,True,True,False,False,True
215,True,True,True,False,True,False,False,False,False,False,True,True,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False
